ID	age	sex	n_babies	observer	year	pop_size	weight
372	9	f	0	17	1992	141	7.724038015677057
373	3	f	2	7	1992	141	5.750260342990379
379	8	m	2	8	1992	141	8.596206836937085
380	5	f	0	19	1992	141	NA
381	1	m	1	13	1992	141	4.9905620813340175
382	1	m	1	8	1992	141	4.812021671329801
387	4	f	1	8	1992	141	6.017459320433511
393	0	f	2	19	1992	141	4.117914158688566
394	3	m	2	9	1992	141	4.609157846858353
396	7	m	2	20	1992	141	6.9662746489285015
398	6	m	2	11	1992	141	7.002883113578265
408	2	f	2	18	1992	141	3.633666122639064
411	6	f	1	7	1992	141	6.723330941193108
413	8	f	2	4	1992	141	NA
415	4	m	0	4	1992	141	6.589236083377349
426	6	m	0	7	1992	141	8.08259445992783
428	1	f	2	7	1992	141	3.463392946985924
433	10	m	0	12	1992	141	8.511639938834639
434	6	f	0	12	1992	141	7.420077711949
441	1	m	2	8	1992	141	4.360802848248173
443	2	f	0	6	1992	141	4.656835693815655
461	3	f	0	15	1992	141	4.877103030903713
473	9	m	0	6	1992	141	9.491982843096299
478	4	m	2	5	1992	141	5.407731655742399
481	7	f	2	17	1992	141	7.898726204142164
487	5	m	0	5	1992	141	7.662592869253929
489	5	f	2	11	1992	141	5.8057582510442725
496	1	m	1	18	1992	141	4.204928216995839
500	6	m	1	11	1992	141	7.84237812486919
510	4	f	0	3	1992	141	5.164731769042772
511	4	f	0	6	1992	141	6.0429288487124975
516	8	f	0	7	1992	141	6.74909799434854
522	10	m	0	6	1992	141	8.177659374478216
523	8	m	2	2	1992	141	7.803410145773873
528	6	f	1	20	1992	141	7.208601245595131
539	2	f	1	19	1992	141	5.868089445599758
545	8	m	1	9	1992	141	8.237598114602605
549	12	f	1	1	1992	141	NA
551	10	f	2	1	1992	141	NA
553	3	f	0	8	1992	141	NA
557	1	m	2	4	1992	141	NA
561	1	f	2	8	1992	141	4.164704938622214
564	3	f	1	3	1992	141	5.6528493113535125
566	3	m	1	10	1992	141	6.040142198086891
569	9	m	2	13	1992	141	9.792084601735931
572	7	m	1	16	1992	141	8.938365681790724
573	3	m	1	14	1992	141	5.61853094367696
581	1	m	2	2	1992	141	4.696088888674654
583	3	f	2	1	1992	141	4.263354417867186
586	0	m	0	4	1992	141	4.284783715479331
588	12	f	0	1	1992	141	8.669578566731348
589	12	f	0	4	1992	141	8.956113831204542
593	2	f	0	2	1992	141	4.5063973308773075
598	10	f	0	10	1992	141	7.0817931371180105
601	5	f	0	13	1992	141	6.538285263772327
621	2	f	1	4	1992	141	4.6916782671209445
622	3	m	2	8	1992	141	4.4330281123613045
625	11	m	2	11	1992	141	8.281914969650064
628	12	m	0	5	1992	141	10.671001731632384
635	6	m	1	6	1992	141	7.608114777921071
636	6	f	2	9	1992	141	6.208687436642799
642	0	f	1	20	1992	141	5.382628813217095
648	5	m	1	4	1992	141	5.600152905167569
649	10	m	1	18	1992	141	9.45071684541214
656	6	m	2	2	1992	141	7.887928724687521
657	2	f	0	1	1992	141	4.5327858242343035
666	6	f	0	5	1992	141	6.506453625308568
667	0	f	2	8	1992	141	4.938568126905358
677	3	f	2	9	1992	141	6.208535132017106
678	3	f	0	5	1992	141	6.491647248431584
679	1	m	0	9	1992	141	3.8374787949573204
681	9	f	0	2	1992	141	NA
687	0	m	0	19	1992	141	6.976735055157002
695	0	f	0	3	1992	141	6.16502119924812
699	1	m	1	17	1992	141	4.014370285171357
701	7	m	0	5	1992	141	7.995320684142245
704	3	m	0	8	1992	141	4.887177248264036
712	3	f	1	12	1992	141	NA
717	4	f	1	6	1992	141	5.776119810449211
720	12	f	2	1	1992	141	9.63104095470539
732	11	f	2	14	1992	141	8.796373056465983
738	0	m	2	12	1992	141	5.330362605219658
742	9	f	2	5	1992	141	8.144572315910171
745	2	f	2	10	1992	141	5.127901258186852
748	2	f	1	20	1992	141	4.755933694027268
751	7	m	0	4	1992	141	8.112155296864044
752	1	m	1	5	1992	141	4.414717326451738
753	2	m	2	6	1992	141	5.644404351333582
754	7	f	2	6	1992	141	8.40860521223197
762	7	m	0	9	1992	141	6.2832697198051255
764	11	f	1	9	1992	141	8.03212846176852
767	0	f	2	20	1992	141	4.9428124746234765
779	3	f	1	20	1992	141	5.067152389089333
788	12	f	1	6	1992	141	NA
789	0	m	0	12	1992	141	4.720706750008766
805	2	m	2	16	1992	141	5.922777521325386
811	0	m	0	10	1992	141	4.843068962491929
813	4	f	2	2	1992	141	NA
826	1	m	2	17	1992	141	6.235614924309539
830	0	m	0	3	1992	141	3.6369801982200025
846	6	m	1	15	1992	141	6.795314544214676
851	7	f	2	4	1992	141	6.757623664390206
852	0	f	2	19	1992	141	4.449624439903865
863	0	m	1	4	1992	141	4.328353171509161
883	8	f	0	17	1992	141	8.705322052128372
892	2	f	2	16	1992	141	3.6802795781065534
2	7	f	1	13	1993	136	8.967123352352981
14	3	m	2	4	1993	136	6.614629650204235
16	3	m	2	1	1993	136	6.275416448208704
17	10	f	2	20	1993	136	NA
21	2	f	0	11	1993	136	5.248168997246126
22	6	f	2	7	1993	136	7.173990797681922
25	13	m	0	3	1993	136	11.407866427014563
28	6	m	1	15	1993	136	NA
30	7	m	2	9	1993	136	7.346942965941975
40	10	f	1	6	1993	136	9.014239576491011
42	7	f	2	2	1993	136	6.555671183289644
46	8	m	0	12	1993	136	8.198242981097106
47	10	f	1	19	1993	136	7.851795889495961
51	1	f	2	20	1993	136	4.049521837694179
52	0	m	1	17	1993	136	5.839936082343428
55	2	m	1	14	1993	136	6.5098129771008715
56	1	m	0	7	1993	136	NA
60	12	m	0	6	1993	136	9.545629564727719
61	6	f	0	18	1993	136	6.6851647812317285
63	1	f	1	13	1993	136	4.377823426835118
69	2	f	1	4	1993	136	5.615302140865246
71	8	f	2	6	1993	136	6.764882196790181
73	6	m	0	14	1993	136	6.65218873008284
75	0	m	2	12	1993	136	4.046720456955063
78	11	f	2	6	1993	136	9.563934664650231
79	0	m	2	19	1993	136	4.387052874660681
84	6	m	1	10	1993	136	7.119411877520061
85	0	f	2	10	1993	136	5.17302854026882
98	12	m	2	16	1993	136	10.764750432934141
99	10	m	1	6	1993	136	9.08555242669485
100	5	f	2	16	1993	136	7.830008399438224
111	1	f	0	10	1993	136	3.3188549098202462
116	7	m	1	19	1993	136	7.132228077566223
120	11	m	2	3	1993	136	9.947384133901945
130	7	m	0	3	1993	136	8.427412631793588
134	1	m	2	11	1993	136	4.818064631458074
136	9	f	2	20	1993	136	8.18130426756462
137	7	f	0	5	1993	136	6.544013200957792
144	8	m	0	3	1993	136	9.029576736863392
145	0	m	2	14	1993	136	4.961252975683562
164	0	f	1	18	1993	136	3.482952950557272
166	8	m	2	6	1993	136	NA
178	2	f	0	9	1993	136	4.683869982931867
186	0	m	2	3	1993	136	4.434765146135989
191	2	f	0	8	1993	136	4.513587690712116
195	8	m	2	10	1993	136	7.324244450077677
201	1	f	2	17	1993	136	NA
202	8	f	1	12	1993	136	7.22967043028784
212	12	m	0	9	1993	136	9.376835880934756
214	5	f	1	11	1993	136	7.446177988615331
224	2	f	0	18	1993	136	3.865351881879876
227	0	m	2	12	1993	136	5.239746363019124
229	0	f	2	19	1993	136	4.945493960214629
232	9	m	0	12	1993	136	10.051854597171731
234	2	f	2	15	1993	136	4.410316841661957
238	0	m	1	4	1993	136	4.273088550621284
240	1	m	1	18	1993	136	NA
243	8	f	2	13	1993	136	7.574694799890249
247	5	m	2	16	1993	136	6.461408045449553
249	8	f	2	6	1993	136	7.687194653657185
251	7	m	2	2	1993	136	7.689835174798419
252	8	m	1	9	1993	136	8.711339885510519
256	5	m	0	17	1993	136	6.8097647545648075
257	3	f	1	14	1993	136	5.015652978436997
268	10	f	0	9	1993	136	7.921849904922893
271	10	f	0	2	1993	136	8.159727719005877
272	3	f	2	8	1993	136	NA
274	8	f	0	6	1993	136	7.956605635911018
279	0	m	1	7	1993	136	4.586607347562162
282	9	m	1	10	1993	136	8.677449020040592
285	6	m	2	12	1993	136	6.997492205653053
287	5	f	2	6	1993	136	5.588133830615779
294	9	f	2	3	1993	136	7.60269735528462
295	2	f	0	2	1993	136	5.364673464270029
296	7	m	1	5	1993	136	6.784177955913208
302	2	m	1	13	1993	136	4.353530955921503
304	8	f	1	11	1993	136	7.715556833385572
305	8	m	1	6	1993	136	8.126056406295108
309	4	m	0	3	1993	136	6.864572082793789
311	13	f	2	19	1993	136	10.949265759817898
318	10	f	0	2	1993	136	9.15757883855177
319	7	f	1	12	1993	136	7.052798724895429
321	0	m	0	19	1993	136	4.53359345197919
325	6	f	2	8	1993	136	6.252883545696022
326	13	m	0	5	1993	136	10.148576969695165
333	2	f	1	10	1993	136	5.93804130888949
338	7	m	2	2	1993	136	7.568820026890833
341	0	m	2	12	1993	136	5.348103234766698
363	3	f	1	15	1993	136	4.728743163869468
365	0	f	1	7	1993	136	3.6342226678036007
372	10	f	2	4	1993	136	8.674440690810199
373	4	f	2	10	1993	136	NA
378	0	m	0	8	1993	136	4.825424913812318
379	9	m	1	19	1993	136	8.827290044193628
380	6	f	1	14	1993	136	6.236807566783193
381	2	m	0	4	1993	136	5.742709214536599
382	2	m	1	20	1993	136	5.533863445738911
387	5	f	1	2	1993	136	6.602810625682388
393	1	f	1	6	1993	136	4.828737407813919
396	8	m	0	19	1993	136	8.005367792346142
398	7	m	1	18	1993	136	7.214033994370401
408	3	f	2	3	1993	136	4.25191446197139
411	7	f	2	12	1993	136	7.160813767305653
413	9	f	1	20	1993	136	7.71500928674463
415	5	m	1	18	1993	136	7.732289771245758
426	7	m	1	1	1993	136	8.806667131803223
428	2	f	2	5	1993	136	4.02706234983518
433	11	m	2	3	1993	136	9.423575203437686
441	2	m	0	17	1993	136	4.998764638780354
443	3	f	1	17	1993	136	5.229028895006167
448	0	m	1	9	1993	136	5.29350644658229
449	0	m	0	7	1993	136	3.215696304276681
450	0	f	2	12	1993	136	5.014591960485518
461	4	f	2	12	1993	136	5.503727491626069
473	10	m	0	18	1993	136	NA
478	5	m	0	20	1993	136	5.822138280115673
481	8	f	1	7	1993	136	9.204304771484711
487	6	m	2	14	1993	136	8.331496245619402
489	6	f	2	16	1993	136	6.852982678046006
494	0	f	2	17	1993	136	NA
496	2	m	0	14	1993	136	NA
500	7	m	0	6	1993	136	8.14926634323189
508	0	f	0	4	1993	136	4.063707629333214
511	5	f	2	10	1993	136	7.214288455818492
516	9	f	2	20	1993	136	7.266213123206818
522	11	m	2	17	1993	136	8.756412544638836
523	9	m	2	14	1993	136	8.283923504023873
528	7	f	1	4	1993	136	7.330030905523983
539	3	f	1	4	1993	136	6.126523464772238
545	9	m	1	11	1993	136	8.629811804656788
549	13	f	2	9	1993	136	10.193815330755825
551	11	f	2	9	1993	136	9.390446871698945
553	4	f	1	4	1993	136	NA
557	2	m	0	12	1993	136	6.728610008560064
561	2	f	0	1	1993	136	4.6513513016457555
564	4	f	0	6	1993	136	5.910978981109997
566	4	m	2	19	1993	136	7.021523137330956
569	10	m	0	17	1993	136	10.365770019440316
572	8	m	2	1	1993	136	9.296032615667501
573	4	m	0	20	1993	136	NA
580	0	f	2	6	1993	136	NA
581	2	m	2	4	1993	136	4.939674719456723
583	4	f	2	3	1993	136	4.225797707785184
586	1	m	2	3	1993	136	NA
588	13	f	1	6	1993	136	9.454317995521595
589	13	f	2	11	1993	136	NA
593	3	f	2	18	1993	136	4.870620040134731
598	11	f	1	9	1993	136	NA
601	6	f	0	10	1993	136	6.909848256277241
603	0	m	2	20	1993	136	3.9248005267945723
609	0	m	0	1	1993	136	5.357790269470025
617	0	m	2	14	1993	136	5.165225250828866
621	3	f	2	13	1993	136	NA
622	4	m	0	14	1993	136	4.754869074002435
625	12	m	0	8	1993	136	8.940204179600833
628	13	m	0	16	1993	136	11.161443859589916
635	7	m	2	9	1993	136	7.908382323528403
636	7	f	0	13	1993	136	7.038928903293353
642	1	f	1	2	1993	136	5.501195443398912
648	6	m	0	1	1993	136	6.155435815467285
649	11	m	2	11	1993	136	9.563323768230186
657	3	f	0	6	1993	136	5.396931826015051
662	0	m	0	16	1993	136	4.508100877350873
666	7	f	1	1	1993	136	NA
667	1	f	1	19	1993	136	5.246091802301877
678	4	f	0	16	1993	136	6.684475503340394
679	2	m	1	12	1993	136	4.566235697968074
681	10	f	0	18	1993	136	7.728312225823175
687	1	m	2	16	1993	136	7.347396257910051
694	0	m	0	13	1993	136	5.618581078482766
695	1	f	0	19	1993	136	NA
699	2	m	2	6	1993	136	4.117006907246953
701	8	m	1	7	1993	136	8.237260935043107
704	4	m	2	5	1993	136	5.416774450547587
712	4	f	1	13	1993	136	4.605172808793935
717	5	f	2	12	1993	136	6.2152011547612345
720	13	f	0	5	1993	136	10.616323817178856
732	12	f	2	14	1993	136	8.865404068413053
735	0	f	0	5	1993	136	4.329328296514617
738	1	m	1	7	1993	136	5.873454607426361
742	10	f	1	17	1993	136	8.541129904671884
745	3	f	2	15	1993	136	5.478393463311108
748	3	f	0	18	1993	136	5.6124258142371755
752	2	m	2	14	1993	136	5.514266912819369
753	3	m	0	4	1993	136	5.922579200428215
754	8	f	2	1	1993	136	8.842431611498037
762	8	m	0	5	1993	136	6.817624098101004
764	12	f	0	19	1993	136	8.40390636300057
767	1	f	1	18	1993	136	5.633523040793687
775	0	f	1	4	1993	136	4.438632613920859
779	4	f	0	6	1993	136	5.4339787958953965
788	13	f	1	1	1993	136	9.343156543466128
789	1	m	1	10	1993	136	5.399530325075618
798	0	m	2	9	1993	136	4.407801096157463
805	3	m	0	9	1993	136	6.566884197850218
807	0	f	1	18	1993	136	5.560764000810212
811	1	m	1	5	1993	136	5.745015447577686
813	5	f	1	18	1993	136	5.864310321314918
826	2	m	0	10	1993	136	6.963994060251543
830	1	m	1	4	1993	136	NA
846	7	m	2	10	1993	136	NA
851	8	f	2	17	1993	136	7.509057913216056
852	1	f	0	5	1993	136	5.1819469183049955
856	0	f	1	5	1993	136	3.439791291272113
863	1	m	2	7	1993	136	4.66299330200929
876	0	m	1	16	1993	136	NA
877	0	m	2	6	1993	136	3.9112695335240613
883	9	f	1	14	1993	136	9.132726840836158
892	3	f	1	20	1993	136	4.676405728612904
894	0	f	0	15	1993	136	4.467522274783039
2	8	f	2	4	1994	169	8.60971717786943
11	0	m	1	19	1994	169	2.95027556791933
14	4	m	1	1	1994	169	6.920989754680402
16	4	m	1	17	1994	169	6.111032930161117
17	11	f	2	11	1994	169	9.08468187402376
21	3	f	0	19	1994	169	6.026818362625568
22	7	f	1	12	1994	169	7.196980003277946
25	14	m	0	13	1994	169	11.209772648543101
28	7	m	0	19	1994	169	7.28303806173741
30	8	m	2	17	1994	169	7.678681128769447
40	11	f	1	19	1994	169	9.172128288162154
42	8	f	2	18	1994	169	NA
46	9	m	1	5	1994	169	8.353539640870048
47	11	f	1	7	1994	169	7.939880557462598
51	2	f	2	2	1994	169	3.9643166526217377
52	1	m	1	7	1994	169	5.976547976385992
55	3	m	2	11	1994	169	6.701503465503818
56	2	m	2	3	1994	169	6.0593859651973645
60	13	m	1	6	1994	169	9.653787594149355
61	7	f	0	5	1994	169	NA
62	0	f	1	19	1994	169	5.2574044420373935
63	2	f	1	13	1994	169	4.176102873344189
69	3	f	0	2	1994	169	5.910907604194726
71	9	f	2	2	1994	169	6.7940474663104276
73	7	m	1	17	1994	169	7.060146950545879
75	1	m	0	12	1994	169	4.350435365669596
78	12	f	1	10	1994	169	9.944083503234364
79	1	m	0	2	1994	169	4.921289775374393
84	7	m	1	6	1994	169	NA
85	1	f	2	17	1994	169	4.757378607391763
95	0	f	1	17	1994	169	NA
98	13	m	1	14	1994	169	9.922208144400477
99	11	m	2	12	1994	169	9.311932196333814
100	6	f	0	18	1994	169	7.76178718894639
111	2	f	0	19	1994	169	3.497239431849153
116	8	m	2	11	1994	169	7.225643730706874
117	0	f	2	18	1994	169	3.8779689597026183
120	12	m	1	2	1994	169	9.76411427852406
131	0	m	1	10	1994	169	4.925510113082077
134	2	m	2	7	1994	169	4.939031533253548
136	10	f	0	17	1994	169	8.630248625482086
137	8	f	1	2	1994	169	7.173065324256105
139	0	m	2	11	1994	169	3.609877646554924
144	9	m	1	8	1994	169	8.533056505488116
145	1	m	1	20	1994	169	5.1564175800544465
164	1	f	2	10	1994	169	NA
166	9	m	0	1	1994	169	7.542563517805853
178	3	f	2	10	1994	169	4.8715104280135355
186	1	m	2	8	1994	169	4.290067571061062
191	3	f	1	6	1994	169	4.76314210451643
195	9	m	1	20	1994	169	7.708404407883172
201	2	f	1	19	1994	169	4.414190480607393
202	9	f	0	11	1994	169	NA
207	0	f	1	3	1994	169	2.9980261154815477
212	13	m	1	19	1994	169	9.826351425396657
214	6	f	2	4	1994	169	7.327152777876197
223	0	f	0	10	1994	169	2.819076814640045
224	3	f	0	1	1994	169	4.277244501733539
227	1	m	1	3	1994	169	5.244489728227195
229	1	f	2	14	1994	169	4.7601726750269275
234	3	f	1	8	1994	169	4.391002359175765
236	0	m	1	13	1994	169	4.54671904476912
238	1	m	2	4	1994	169	4.36018730428051
240	2	m	0	3	1994	169	NA
243	9	f	2	4	1994	169	NA
249	9	f	2	6	1994	169	8.057453966236576
251	8	m	2	11	1994	169	7.466012249661867
252	9	m	1	8	1994	169	9.134210139471222
256	6	m	1	11	1994	169	NA
257	4	f	1	17	1994	169	5.495420269427254
265	0	f	2	17	1994	169	3.3114166906922513
268	11	f	1	5	1994	169	8.177795610351932
271	11	f	1	9	1994	169	8.513681269356338
272	4	f	2	14	1994	169	NA
274	9	f	2	2	1994	169	7.643871168360081
279	1	m	0	10	1994	169	4.298881262766277
282	10	m	2	2	1994	169	9.763851802796701
285	7	m	0	17	1994	169	NA
290	0	f	1	19	1994	169	3.167091074849637
294	10	f	1	4	1994	169	7.430353934138724
295	3	f	0	1	1994	169	5.22322152152983
302	3	m	1	3	1994	169	4.530892964860058
304	9	f	0	7	1994	169	7.673589740959326
305	9	m	2	1	1994	169	7.530388709306009
309	5	m	2	13	1994	169	NA
311	14	f	0	6	1994	169	10.688389418695015
312	0	m	1	15	1994	169	3.355353538766073
318	11	f	2	1	1994	169	9.452668950429185
325	7	f	2	7	1994	169	6.669808655276755
326	14	m	2	14	1994	169	9.87292196723686
333	3	f	1	1	1994	169	5.869254711328444
338	8	m	0	3	1994	169	7.648797678117697
339	0	f	0	4	1994	169	3.2557729801158732
341	1	m	2	5	1994	169	5.309550661075236
343	0	f	2	10	1994	169	3.1813162799858494
365	1	f	0	18	1994	169	4.324995045388518
372	11	f	2	20	1994	169	NA
373	5	f	0	16	1994	169	NA
378	1	m	1	7	1994	169	4.419601971017156
379	10	m	0	17	1994	169	8.787996147451368
380	7	f	1	1	1994	169	6.688124975286813
381	3	m	2	10	1994	169	5.44282720177555
382	3	m	0	10	1994	169	5.515311123960859
387	6	f	0	16	1994	169	6.741284280289977
393	2	f	2	15	1994	169	4.9776735143711095
396	9	m	1	12	1994	169	7.513200295313776
398	8	m	2	3	1994	169	7.946740279724335
402	0	m	1	17	1994	169	NA
408	4	f	0	5	1994	169	4.671380806712179
411	8	f	1	19	1994	169	7.097991611245538
413	10	f	0	3	1994	169	8.036916085680732
415	6	m	0	12	1994	169	7.448079204561855
426	8	m	2	15	1994	169	8.382731967991528
428	3	f	2	16	1994	169	4.233657042914011
433	12	m	0	20	1994	169	9.224043147618813
441	3	m	2	15	1994	169	5.030141765437115
443	4	f	1	9	1994	169	NA
448	1	m	1	14	1994	169	5.964194649164973
449	1	m	2	9	1994	169	3.379613657727822
450	1	f	1	5	1994	169	NA
463	0	m	0	12	1994	169	3.0803273580763175
473	11	m	0	2	1994	169	10.380749260707685
481	9	f	0	10	1994	169	9.221089264969141
486	0	m	2	11	1994	169	5.427106895812758
487	7	m	2	8	1994	169	8.357018550416427
489	7	f	1	5	1994	169	6.8399763366216595
494	1	f	0	12	1994	169	5.021159670157446
496	3	m	2	15	1994	169	4.559873718188666
500	8	m	0	18	1994	169	8.403653090063155
508	1	f	2	9	1994	169	4.613886335554802
511	6	f	2	14	1994	169	6.848918021804201
515	0	m	1	5	1994	169	3.253956139396557
516	10	f	0	6	1994	169	7.650398772690799
522	12	m	0	3	1994	169	8.689306602426623
523	10	m	1	13	1994	169	8.251413414007386
528	8	f	1	17	1994	169	7.854030520379041
539	4	f	1	2	1994	169	6.71685121478459
545	10	m	0	8	1994	169	9.225674068948148
549	14	f	1	5	1994	169	10.582276522511977
551	12	f	2	1	1994	169	9.51051682514447
553	5	f	2	3	1994	169	5.930031860115653
555	0	f	1	20	1994	169	3.7555927626942642
557	3	m	2	7	1994	169	NA
561	3	f	1	11	1994	169	4.8492827683062005
564	5	f	0	4	1994	169	NA
566	5	m	0	1	1994	169	6.404671228194251
569	11	m	0	11	1994	169	NA
572	9	m	2	19	1994	169	9.229623861057233
573	5	m	0	2	1994	169	5.888455059652345
580	1	f	2	13	1994	169	5.967262099589983
581	3	m	0	20	1994	169	4.481232416565896
582	0	m	2	19	1994	169	4.48972596773125
586	2	m	1	11	1994	169	4.601431053809672
588	14	f	1	19	1994	169	9.78639538729811
589	14	f	1	4	1994	169	9.804627417439056
593	4	f	1	18	1994	169	5.110227337649407
598	12	f	2	4	1994	169	7.741870940782027
601	7	f	0	16	1994	169	7.328018161630659
603	1	m	2	6	1994	169	4.109730486271173
606	0	f	2	1	1994	169	2.824085037116554
609	1	m	2	15	1994	169	5.641086609005857
617	1	m	2	6	1994	169	5.250734096587997
621	4	f	2	3	1994	169	5.473759608991727
622	5	m	0	17	1994	169	4.895560873505559
625	13	m	2	14	1994	169	8.851603460124636
628	14	m	0	20	1994	169	10.848608445694012
635	8	m	1	13	1994	169	7.981214046251545
636	8	f	1	9	1994	169	7.051808009098637
642	2	f	2	6	1994	169	6.078765553769191
648	7	m	0	7	1994	169	6.259033736907906
649	12	m	2	20	1994	169	10.290708174035837
657	4	f	1	3	1994	169	5.426064578726994
662	1	m	1	11	1994	169	4.607199905499192
666	8	f	2	5	1994	169	7.204618898319205
667	2	f	2	20	1994	169	5.611242560919973
678	5	f	1	7	1994	169	6.949463464050353
679	3	m	2	11	1994	169	4.2858773399867465
681	11	f	0	18	1994	169	8.10934422595678
687	2	m	1	15	1994	169	7.2016075053078445
693	0	f	1	7	1994	169	5.280679956133979
694	1	m	1	8	1994	169	5.509374317785108
695	2	f	2	14	1994	169	NA
699	3	m	2	15	1994	169	4.301841707913752
701	9	m	0	16	1994	169	8.833015179973822
704	5	m	2	10	1994	169	5.182074613637757
711	0	f	2	5	1994	169	4.124317494538548
712	5	f	2	1	1994	169	3.9454259999716417
717	6	f	0	8	1994	169	6.027474861272359
732	13	f	2	7	1994	169	9.510226271312893
733	0	f	2	17	1994	169	5.2193725686851495
735	1	f	1	20	1994	169	4.454799819513326
738	2	m	2	18	1994	169	6.11110522567956
742	11	f	1	1	1994	169	NA
745	4	f	0	10	1994	169	5.79191085822896
748	4	f	1	12	1994	169	5.565247492482451
752	3	m	1	17	1994	169	5.056766852272811
753	4	m	1	17	1994	169	5.883267401965656
754	9	f	2	18	1994	169	9.206486678243024
757	0	m	1	16	1994	169	5.634649083640679
762	9	m	2	1	1994	169	7.262938839732158
767	2	f	0	15	1994	169	6.172236507571049
775	1	f	2	16	1994	169	4.842883728299403
779	5	f	2	13	1994	169	5.376085520920921
788	14	f	2	12	1994	169	9.019350897850817
789	2	m	1	13	1994	169	5.408944950115264
794	0	m	2	17	1994	169	5.714908580551198
798	1	m	1	9	1994	169	3.738508304105649
805	4	m	2	14	1994	169	6.699547538505175
807	1	f	1	15	1994	169	5.7410893860539645
811	2	m	0	9	1994	169	5.6268557551344
813	6	f	1	9	1994	169	6.360503171591894
826	3	m	0	3	1994	169	6.742334800640753
830	2	m	1	4	1994	169	4.212783950646231
838	0	f	0	3	1994	169	2.996945107943376
843	0	f	2	12	1994	169	4.75281193237459
846	8	m	0	2	1994	169	7.769811326162186
851	9	f	1	13	1994	169	7.71885841273442
852	2	f	0	14	1994	169	5.20764788542212
856	1	f	2	2	1994	169	4.1730199905367735
863	2	m	1	20	1994	169	5.005311106039432
876	1	m	0	7	1994	169	5.710447326004555
877	1	m	0	5	1994	169	NA
883	10	f	0	3	1994	169	9.519796887708795
892	4	f	0	14	1994	169	4.631657164873719
893	0	f	2	15	1994	169	3.357705824395568
894	1	f	1	6	1994	169	NA
2	9	f	0	18	1995	146	NA
10	0	m	0	1	1995	146	4.674867827699579
11	1	m	0	17	1995	146	3.870028105902354
14	5	m	0	9	1995	146	NA
16	5	m	0	20	1995	146	7.022819839397458
17	12	f	0	19	1995	146	9.768683146883102
21	4	f	2	17	1995	146	6.314689718176199
22	8	f	1	15	1995	146	7.844032361097994
25	15	m	0	4	1995	146	NA
28	8	m	0	5	1995	146	7.992504832063898
30	9	m	0	13	1995	146	8.132252913418672
40	12	f	1	16	1995	146	10.24384162438104
42	9	f	1	1	1995	146	7.437472165571957
46	10	m	1	7	1995	146	9.267353574795365
51	3	f	2	14	1995	146	4.650447998399838
52	2	m	1	12	1995	146	6.390145623294899
55	4	m	1	9	1995	146	7.234943304172482
56	3	m	1	18	1995	146	6.729649939790028
60	14	m	0	5	1995	146	10.181210992220032
61	8	f	1	11	1995	146	7.452365956345281
62	1	f	2	15	1995	146	NA
63	3	f	1	2	1995	146	5.1646659340152095
69	4	f	0	5	1995	146	6.5438519982334995
71	10	f	1	1	1995	146	7.314278199906901
73	8	m	1	2	1995	146	7.670269841360554
75	2	m	1	17	1995	146	4.531066406405503
79	2	m	2	2	1995	146	5.504219513541494
85	2	f	0	14	1995	146	5.247247413040612
88	0	m	2	13	1995	146	4.192000823471779
91	0	f	1	14	1995	146	3.767220003692609
95	1	f	0	5	1995	146	4.077771709349071
98	14	m	0	3	1995	146	10.725217994587853
99	12	m	2	9	1995	146	10.015952934485178
100	7	f	0	13	1995	146	8.50805659526288
105	0	f	0	14	1995	146	5.8300215829971
111	3	f	0	5	1995	146	4.336506428153123
116	9	m	1	8	1995	146	8.042371647904623
117	1	f	2	19	1995	146	4.331275807649516
120	13	m	0	3	1995	146	10.820284650875758
131	1	m	0	8	1995	146	5.75395986961498
134	3	m	0	7	1995	146	NA
136	11	f	0	8	1995	146	9.044612650605943
137	9	f	0	4	1995	146	7.446198987201023
139	1	m	1	19	1995	146	4.564124535264119
144	10	m	0	18	1995	146	9.544125212628307
145	2	m	2	14	1995	146	5.514228964116978
146	0	m	2	6	1995	146	3.779752730229351
164	2	f	2	10	1995	146	4.258015366967022
166	10	m	0	16	1995	146	8.489394793475524
177	0	m	2	7	1995	146	4.9201884997648255
178	4	f	2	20	1995	146	5.5902108797800585
186	2	m	2	19	1995	146	5.638421329675648
191	4	f	1	2	1995	146	5.540095837877482
195	10	m	1	3	1995	146	8.117357398992777
201	3	f	0	12	1995	146	5.149011106679683
207	1	f	1	4	1995	146	3.756231900698002
212	14	m	1	11	1995	146	10.088538807002015
214	7	f	1	2	1995	146	8.313690234732594
223	1	f	0	15	1995	146	3.523936464535921
224	4	f	2	12	1995	146	4.30423243824868
227	2	m	0	18	1995	146	5.870735230065385
230	0	f	2	15	1995	146	3.83288985907834
234	4	f	2	10	1995	146	4.790058711306717
236	1	m	0	12	1995	146	5.228448266712795
238	2	m	2	1	1995	146	4.824075370746318
240	3	m	0	14	1995	146	6.236470364081706
243	10	f	1	11	1995	146	8.519400921593325
249	10	f	1	8	1995	146	NA
251	9	m	0	10	1995	146	8.596664932040321
252	10	m	2	17	1995	146	9.962983164557755
257	5	f	1	12	1995	146	6.01346095680209
265	1	f	0	1	1995	146	4.204842692571071
268	12	f	0	15	1995	146	9.290323632090153
274	10	f	2	2	1995	146	8.035366471799643
279	2	m	0	20	1995	146	5.145788283842932
282	11	m	0	11	1995	146	9.63477083832915
